compound_name,name,kegg_id,inchi_key,pubchem_compound_id,formula,hmdb_id,chebi_id,lipidmaps_id,rt_peak,mz,adduct,polarity,compound_id,chromatography,source,feature_id,gnps_score,gnps_compound_name,cluster_id,cluster_label
UT_HILIC_POS_44304,Spectral Match to Cytosine from NIST14,,,,,,,,6.4246116,112.05047718952925,M+H,pos,UT_HILIC_POS_44304,HILIC,untargeted,44304.0,0.90861,Spectral Match to Cytosine from NIST14,0.0,downregulated
UT_HILIC_POS_36136,CYTOSINE,,OPTASPLRGRRNAP-UHFFFAOYSA-N,,C4H5N3O,,,,4.7379913,112.05057751066954,M+H,pos,UT_HILIC_POS_36136,HILIC,untargeted,36136.0,0.969757,CYTOSINE,0.0,downregulated
UT_HILIC_POS_39898,HISTAMINE,,NTYJJOPFIAHURM-UHFFFAOYSA-N,,C5H9N3,,,,5.5545807,112.08679454050558,[M+H]+,pos,UT_HILIC_POS_39898,HILIC,untargeted,39898.0,0.830305,HISTAMINE,4.0,upregulated
UT_HILIC_POS_18412,sorbic acid CollisionEnergy:205060,,WSWCOQWTEOXDQX-UHFFFAOYSA-N,,C6H8O2,,,,1.8984878,113.05965570261164,M+H,pos,UT_HILIC_POS_18412,HILIC,untargeted,18412.0,0.852211,sorbic acid CollisionEnergy:205060,0.0,downregulated
UT_HILIC_POS_38012,CREATININE,,DDRJAANPRJIHGJ-UHFFFAOYSA-N,,C4H7N3O,,,,5.2227817,114.06615089046682,M+H,pos,UT_HILIC_POS_38012,HILIC,untargeted,38012.0,0.902087,CREATININE,0.0,downregulated
UT_HILIC_POS_86600,L-ornithine CollisionEnergy:102040,,AHLPHDHHMVZTML-BYPYZUCNSA-N,,C5H12N2O2,,,,17.08056,115.086536329263,M+H-H2O,pos,UT_HILIC_POS_86600,HILIC,untargeted,86600.0,0.986616,L-ornithine CollisionEnergy:102040,1.0,insignificant
UT_HILIC_POS_62145,L-PROLINE,,ONIBWKKTOPOVIA-UHFFFAOYSA-N,,C5H9NO2,,,,10.297744,116.0705613564123,M+H,pos,UT_HILIC_POS_62145,HILIC,untargeted,62145.0,0.99642,L-PROLINE,0.0,downregulated
UT_HILIC_POS_75746,Massbank:PR100327 5-Aminovaleric acid|5-Aminopentanoate|delta-Aminovalerate|5-Aminopentanoic acid|Homopiperidinic acid,,JJMDCOVWQOJGCB-UHFFFAOYSA-N,,C5H11NO2,,,,14.001675,118.08619895460232,[M+H]+,pos,UT_HILIC_POS_75746,HILIC,untargeted,75746.0,0.838689,Massbank:PR100327 5-Aminovaleric acid|5-Aminopentanoate|delta-Aminovalerate|5-Aminopentanoic acid|Homopiperidinic acid,0.0,downregulated
UT_HILIC_POS_62977,Glycine_Propanal (known isomers: 0; isobaric peaks in run: 1),,BHUGZIJOVAVBOQ-UHFFFAOYSA-N,,C5H11NO2,,,,10.421933,118.08620247778784,[M+H]+,pos,UT_HILIC_POS_62977,HILIC,untargeted,62977.0,0.985899,Glycine_Propanal (known isomers: 0; isobaric peaks in run: 1),0.0,downregulated
UT_HILIC_POS_33401,proanolamine_Propanal (known isomers: 0; isobaric peaks in run: 1),,VVBMMWYCAMYUSW-UHFFFAOYSA-N,,C6H15NO,,,,4.196925,118.1225914807596,[M+H]+,pos,UT_HILIC_POS_33401,HILIC,untargeted,33401.0,0.872285,proanolamine_Propanal (known isomers: 0; isobaric peaks in run: 1),0.0,downregulated
UT_HILIC_POS_72939,"ReSpect:PT102890 L-Threonine|Thr|beta-Methylserine|L-2-Amino-3-hydroxybutyric acid|(2S,3R)-2-Amino-3-hydroxybutyric acid|(2S,3R)-2-Amino-3-hydroxybutanoic Acid|(2S,3R)-2-amino-3-hydroxybutanoic acid",,AYFVYJQAPQTCCC-UHFFFAOYSA-N,,C4H9NO3,,,,13.364491,120.06549325324409,[M+H],pos,UT_HILIC_POS_72939,HILIC,untargeted,72939.0,0.964977,"ReSpect:PT102890 L-Threonine|Thr|beta-Methylserine|L-2-Amino-3-hydroxybutyric acid|(2S,3R)-2-Amino-3-hydroxybutyric acid|(2S,3R)-2-Amino-3-hydroxybutanoic Acid|(2S,3R)-2-amino-3-hydroxybutanoic acid",1.0,insignificant
UT_HILIC_POS_53690,UROCANATE,,LOIYMIARKYCTBW-OWOJBTEDSA-N,,C6H6N2O2,,,,8.423155,121.03961221200603,M-H2O+H,pos,UT_HILIC_POS_53690,HILIC,untargeted,53690.0,0.939061,UROCANATE,4.0,upregulated
UT_HILIC_POS_46802,Spectral Match to 1-Amino-2-ethoxybenzene from NIST14,,,,,,,,6.803359,121.06473317379336,M+H-NH3,pos,UT_HILIC_POS_46802,HILIC,untargeted,46802.0,0.928248,Spectral Match to 1-Amino-2-ethoxybenzene from NIST14,3.0,upregulated
UT_HILIC_POS_44706,Spectral Match to 1-Amino-2-ethoxybenzene from NIST14,,,,,,,,6.525098,121.06472636423304,M+H-NH3,pos,UT_HILIC_POS_44706,HILIC,untargeted,44706.0,0.930254,Spectral Match to 1-Amino-2-ethoxybenzene from NIST14,2.0,upregulated
UT_HILIC_POS_67480,Trometamol,,LENZDBCJOHFCAS-UHFFFAOYSA-N,,C4H11NO3,,,,11.50073,122.081160979634,[M+H]+,pos,UT_HILIC_POS_67480,HILIC,untargeted,67480.0,0.910181,Trometamol,3.0,upregulated
UT_HILIC_POS_36382,Phenethylamine,,BHHGXPLMPWCGHP-UHFFFAOYSA-N,,C8H11N,,,,4.815635,122.09646009596278,M+H,pos,UT_HILIC_POS_36382,HILIC,untargeted,36382.0,0.973338,Phenethylamine,0.0,downregulated
UT_HILIC_POS_10611,nicotinamide CollisionEnergy:102040,,DFPAKSUCGFBDDF-UHFFFAOYSA-N,,C6H6N2O,,,,1.207126,123.04946546662909,M+H,pos,UT_HILIC_POS_10611,HILIC,untargeted,10611.0,0.959785,nicotinamide CollisionEnergy:102040,4.0,upregulated
UT_HILIC_POS_42355,Massbank:FIO00516 Niacin,,PVNIIMVLHYAWGP-UHFFFAOYSA-N,,C6H5NO2,,,,5.957712,124.03336327651763,[M+H]+,pos,UT_HILIC_POS_42355,HILIC,untargeted,42355.0,0.897923,Massbank:FIO00516 Niacin,2.0,upregulated
UT_HILIC_POS_40082,ReSpect:PT102623 Isonicotinic acid|INA|4-Picolinic acid|4-Pyridinecarboxylic Acid|4-Carboxypyridine|pyridine-4-carboxylic acid,,TWBYWOBDOCUKOW-UHFFFAOYSA-N,,C6H5NO2,,,,5.6634808,124.03922198420652,[M+H],pos,UT_HILIC_POS_40082,HILIC,untargeted,40082.0,0.953612,ReSpect:PT102623 Isonicotinic acid|INA|4-Picolinic acid|4-Pyridinecarboxylic Acid|4-Carboxypyridine|pyridine-4-carboxylic acid,0.0,downregulated
UT_HILIC_POS_14622,6-(hydroxymethyl)pyridin-3-ol,,NESFDGDRYVANBC-UHFFFAOYSA-N,,C6H7NO2,,,,1.5335593,126.0549587372458,[M+H]+,pos,UT_HILIC_POS_14622,HILIC,untargeted,14622.0,0.927557,6-(hydroxymethyl)pyridin-3-ol,0.0,downregulated
UT_HILIC_POS_40912,5-METHYLCYTOSINE,,LRSASMSXMSNRBT-UHFFFAOYSA-N,,C5H7N3O,,,,5.7280793,126.0660899515502,M+H,pos,UT_HILIC_POS_40912,HILIC,untargeted,40912.0,0.841427,5-METHYLCYTOSINE,0.0,downregulated
UT_HILIC_POS_44398,2-methoxypyrimidin-4-amine,,DHYLZDVDOQLEAQ-UHFFFAOYSA-N,,C5H7N3O,,,,6.4221187,126.06615180738537,[M+H]+,pos,UT_HILIC_POS_44398,HILIC,untargeted,44398.0,0.785218,2-methoxypyrimidin-4-amine,0.0,downregulated
UT_HILIC_POS_14776,thymine CollisionEnergy:102040,,RWQNBRDOKXIBIV-UHFFFAOYSA-N,,C5H6N2O2,,,,1.5180868,127.0501689825696,M+H,pos,UT_HILIC_POS_14776,HILIC,untargeted,14776.0,0.841796,thymine CollisionEnergy:102040,0.0,downregulated
UT_HILIC_POS_50403,L-lysine CollisionEnergy:102040,,KDXKERNSBIXSRK-YFKPBYRVSA-N,,C6H14N2O2,,,,7.742489,129.10222393816625,M+H-H2O,pos,UT_HILIC_POS_50403,HILIC,untargeted,50403.0,0.95781,L-lysine CollisionEnergy:102040,0.0,downregulated
UT_HILIC_POS_74914,PYROGLUTAMIC ACID,,ODHCTXKNWHHXJC-VKHMYHEASA-N,,C5H7NO3,,,,13.901192,130.04988198423686,M+H,pos,UT_HILIC_POS_74914,HILIC,untargeted,74914.0,0.972146,PYROGLUTAMIC ACID,1.0,insignificant
UT_HILIC_POS_86097,PIPECOLATE,,HXEACLLIILLPRG-UHFFFAOYSA-N,,C6H11NO2,,,,17.008255,130.0799261812292,M+H,pos,UT_HILIC_POS_86097,HILIC,untargeted,86097.0,0.978992,PIPECOLATE,3.0,upregulated
UT_HILIC_POS_54477,cycloleucine (Chimeric precursor selection),,NILQLFBWTXNUOE-UHFFFAOYSA-N,,C6H11NO2,,,,8.70721,130.08620220455023,M+H,pos,UT_HILIC_POS_54477,HILIC,untargeted,54477.0,0.95847,cycloleucine (Chimeric precursor selection),0.0,downregulated
UT_HILIC_POS_86269,PIPECOLIC ACID,,HXEACLLIILLPRG-YFKPBYRVSA-N,,C6H11NO2,,,,17.001173,130.08624257797118,M+H,pos,UT_HILIC_POS_86269,HILIC,untargeted,86269.0,0.985949,PIPECOLIC ACID,1.0,insignificant
UT_HILIC_POS_63258,1723-00-8,,HXEACLLIILLPRG-RXMQYKEDSA-N,,C6H11NO2,,,,10.455306,130.08623645569992,[M+H]+,pos,UT_HILIC_POS_63258,HILIC,untargeted,63258.0,0.969908,1723-00-8,0.0,downregulated
UT_HILIC_POS_54158,CinnamicAcid,,WBYWAXJHAXSJNI-UHFFFAOYSA-N,,C9H8O2,,,,8.614001,131.04912771553376,M-H2O+H,pos,UT_HILIC_POS_54158,HILIC,untargeted,54158.0,0.95784,CinnamicAcid,0.0,downregulated
UT_HILIC_POS_13401,diaminopropane_pyruvaldehyde (known isomers: 1; isobaric peaks in run: 2),,GBSZBADNIOFAKA-UHFFFAOYSA-N,,C6H14N2O,,,,1.3913747,131.1178651298755,[M+H]+,pos,UT_HILIC_POS_13401,HILIC,untargeted,13401.0,0.933251,diaminopropane_pyruvaldehyde (known isomers: 1; isobaric peaks in run: 2),0.0,downregulated
UT_HILIC_POS_59598,diaminopropane_pyruvaldehyde (known isomers: 1; isobaric peaks in run: 2),,FXMVTONQCSEJDK-UHFFFAOYSA-N,,C6H14N2O,,,,9.757809,131.11787503186667,[M+H]+,pos,UT_HILIC_POS_59598,HILIC,untargeted,59598.0,0.981204,diaminopropane_pyruvaldehyde (known isomers: 1; isobaric peaks in run: 2),3.0,upregulated
UT_HILIC_POS_87801,AGMATINE SULFATE,,QYPPJABKJHAVHS-UHFFFAOYSA-N,,C5H14N4,,,,17.19121,131.129115891595,M+H,pos,UT_HILIC_POS_87801,HILIC,untargeted,87801.0,0.956382,AGMATINE SULFATE,1.0,insignificant
UT_HILIC_POS_69852,Hydroxyproline (known structural isomers: 0; isobaric peaks in run: 1),,PMMYEEVYMWASQN-DMTCNVIQSA-N,,C5H9NO3,,,,12.680543,132.06549731512436,[M+H]+,pos,UT_HILIC_POS_69852,HILIC,untargeted,69852.0,0.99332,Hydroxyproline (known structural isomers: 0; isobaric peaks in run: 1),1.0,insignificant
UT_HILIC_POS_74605,Massbank:PR100217 3-Guanidinopropionic acid|3-Guanidinopropanoate|beta-Guanidinopropionic acid|3-Guanidinopropanoic acid|N-(Aminomethyl)-beta-alanine,,KMXXSJLYVJEBHI-UHFFFAOYSA-N,,C4H9N3O2,,,,13.860402,132.07675177534648,[M+H]+,pos,UT_HILIC_POS_74605,HILIC,untargeted,74605.0,0.775802,Massbank:PR100217 3-Guanidinopropionic acid|3-Guanidinopropanoate|beta-Guanidinopropionic acid|3-Guanidinopropanoic acid|N-(Aminomethyl)-beta-alanine,0.0,downregulated
UT_HILIC_POS_55410,D-LEUCINE,,ROHFNLRQFUQHCH-RXMQYKEDSA-N,,C6H13NO2,,,,8.910125,132.09557581000666,[M+H]+,pos,UT_HILIC_POS_55410,HILIC,untargeted,55410.0,0.982407,D-LEUCINE,0.0,downregulated
UT_HILIC_POS_20951,trimethylammoniumpropionate (TMAP),,,,,,,,2.3903136,132.10187266586485,M+H,pos,UT_HILIC_POS_20951,HILIC,untargeted,20951.0,0.735472,trimethylammoniumpropionate (TMAP),0.0,downregulated
UT_HILIC_POS_57090,Norleucine,,,,,,,,9.264259,132.1018881118561,M+H,pos,UT_HILIC_POS_57090,HILIC,untargeted,57090.0,0.986957,Norleucine,0.0,downregulated
UT_HILIC_POS_55328,Massbank:CE000613 Isoleucine,,AGPKZVBTJJNPAG-UHFFFAOYSA-N,,C6H13NO2,,,,8.908451,132.10189458804075,[M+H]+,pos,UT_HILIC_POS_55328,HILIC,untargeted,55328.0,0.981103,Massbank:CE000613 Isoleucine,0.0,downregulated
UT_HILIC_POS_82463,GLYCYL-GLYCINE,,YMAWOPBAYDPSLA-UHFFFAOYSA-N,,C4H8N2O3,,,,15.670112,133.06076954934437,M+H,pos,UT_HILIC_POS_82463,HILIC,untargeted,82463.0,0.96372,GLYCYL-GLYCINE,1.0,insignificant
UT_HILIC_POS_75118,L-asparagine,,DCXYFEDJOCDNAF-REOHCLBHSA-N,,C4H8N2O3,,,,13.925353,133.06076977472452,[M+H]+,pos,UT_HILIC_POS_75118,HILIC,untargeted,75118.0,0.99498,L-asparagine,1.0,insignificant
UT_HILIC_POS_82656,Massbank:PB000453 Aspartic acid|2-aminobutanedioic acid,,CKLJMWTZIZZHCS-UHFFFAOYSA-N,,C4H7NO4,,,,15.756329,134.04477827053304,[M+H]+,pos,UT_HILIC_POS_82656,HILIC,untargeted,82656.0,0.994339,Massbank:PB000453 Aspartic acid|2-aminobutanedioic acid,1.0,insignificant
UT_HILIC_POS_45412,proanolamine_2-Hydroxypropanal (known isomers: 0; isobaric peaks in run: 0),,CCHXKPVXRHCHBK-UHFFFAOYSA-N,,C6H15NO2,,,,6.6454563,134.1175498829913,[M+H]+,pos,UT_HILIC_POS_45412,HILIC,untargeted,45412.0,0.702443,proanolamine_2-Hydroxypropanal (known isomers: 0; isobaric peaks in run: 0),1.0,insignificant
UT_HILIC_POS_66413,Spectral Match to DL-Octopamine from NIST14,,QHGUCRYDKWKLMG-QMMMGPOBSA-N,,C8H11NO2,,,,11.194415,136.07583564812384,M+H-H2O,pos,UT_HILIC_POS_66413,HILIC,untargeted,66413.0,0.937667,Spectral Match to DL-Octopamine from NIST14,2.0,upregulated
UT_HILIC_POS_35647,Homarine,,BRTLKRNVNFIOPJ-UHFFFAOYSA-N,,,,,,4.6489,138.05497543162667,M+H,pos,UT_HILIC_POS_35647,HILIC,untargeted,35647.0,0.941953,Homarine,1.0,insignificant
UT_HILIC_POS_46817,TYRAMINE,,DZGWFCGJZKJUFP-UHFFFAOYSA-N,,C8H11NO,,,,6.75148,138.09133290525,M+H,pos,UT_HILIC_POS_46817,HILIC,untargeted,46817.0,0.942752,TYRAMINE,0.0,downregulated
UT_HILIC_POS_53677,UROCANATE,,LOIYMIARKYCTBW-UHFFFAOYSA-N,,C6H6N2O2,,,,8.447971,139.04341191559593,M+H,pos,UT_HILIC_POS_53677,HILIC,untargeted,53677.0,0.985764,UROCANATE,2.0,upregulated
UT_HILIC_POS_16678,cis-Urocanic acid,,LOIYMIARKYCTBW-UPHRSURJSA-N,,C6H6N2O2,,,,1.7260771,139.05020544664202,[M+H]+,pos,UT_HILIC_POS_16678,HILIC,untargeted,16678.0,0.976323,cis-Urocanic acid,0.0,downregulated
UT_HILIC_POS_17349,ETHOSUXIMIDE,,HAPOVYFOVVWLRS-UHFFFAOYSA-N,,C7H11NO2,,,,1.7806563,142.08628442578149,M+H,pos,UT_HILIC_POS_17349,HILIC,untargeted,17349.0,0.707193,ETHOSUXIMIDE,0.0,downregulated
UT_HILIC_POS_68366,ectoine,,WQXNXVUDBPYKBA-YFKPBYRVSA-N,,C6H10N2O2,,,,11.84625,143.0815298952255,[M+H]+,pos,UT_HILIC_POS_68366,HILIC,untargeted,68366.0,0.986529,ectoine,0.0,downregulated
UT_HILIC_POS_81704,AMINOADIPATE,,OYIFNHCXNCRBQI-UHFFFAOYSA-N,,C6H11NO4,,,,15.56262,144.06548414081297,M-H2O+H,pos,UT_HILIC_POS_81704,HILIC,untargeted,81704.0,0.927719,AMINOADIPATE,1.0,insignificant
UT_HILIC_POS_69569,"Spectral Match to .beta.-D-Glucopyranose, 1,6-anhydro- from NIST14",,,,,,,,12.597207,145.04950401406052,M+H-H2O,pos,UT_HILIC_POS_69569,HILIC,untargeted,69569.0,0.700872,"Spectral Match to .beta.-D-Glucopyranose, 1,6-anhydro- from NIST14",2.0,upregulated
UT_HILIC_POS_63790,"Spectral Match to .beta.-D-Glucopyranose, 1,6-anhydro- from NIST14",,,,,,,,10.504684,145.0495345198876,M+H-H2O,pos,UT_HILIC_POS_63790,HILIC,untargeted,63790.0,0.75865,"Spectral Match to .beta.-D-Glucopyranose, 1,6-anhydro- from NIST14",1.0,insignificant
UT_HILIC_POS_54853,Candidate Cadaverine-C2:0 (delta mass:42.0104),,RMOIHHAKNOFHOE-UHFFFAOYSA-N,,C7H16N2O,,,,8.794945,145.13350496360326,M+H,pos,UT_HILIC_POS_54853,HILIC,untargeted,54853.0,0.793277,Candidate Cadaverine-C2:0 (delta mass:42.0104),1.0,insignificant
UT_HILIC_POS_73352,4-Guanidinobutyric acid,,TUHVEAJXIMEOSA-UHFFFAOYSA-N,,C5H11N3O2,,,,13.536708,146.0924110114013,[M+H]+,pos,UT_HILIC_POS_73352,HILIC,untargeted,73352.0,0.969889,4-Guanidinobutyric acid,0.0,downregulated
UT_HILIC_POS_21328,Leucine methyl ester,,QVDXUKJJGUSGLS-UHFFFAOYSA-N,,C7H15NO2,,,,2.3172233,146.11758097542395,M+H,pos,UT_HILIC_POS_21328,HILIC,untargeted,21328.0,0.920306,Leucine methyl ester,0.0,downregulated
UT_HILIC_POS_9879,N-Methylisoleucine,,KSPIYJQBLVDRRI-UHFFFAOYSA-N,,C7H15NO2,,,,1.15967,146.11759569675402,[M+H]+,pos,UT_HILIC_POS_9879,HILIC,untargeted,9879.0,0.866704,N-Methylisoleucine,3.0,upregulated
UT_HILIC_POS_30341,Asparagine methyl ester,,XWBUDPXCXXQEOU-UHFFFAOYSA-N,,C5H10N2O3,,,,3.873747,147.0764526892012,M+H,pos,UT_HILIC_POS_30341,HILIC,untargeted,30341.0,0.902636,Asparagine methyl ester,1.0,insignificant
UT_HILIC_POS_86297,"Massbank:PB000427 Lysine|2,6-diaminohexanoic acid",,KDXKERNSBIXSRK-UHFFFAOYSA-N,,C6H14N2O2,,,,17.010775,147.11281740319188,[M+H]+,pos,UT_HILIC_POS_86297,HILIC,untargeted,86297.0,0.984747,"Massbank:PB000427 Lysine|2,6-diaminohexanoic acid",1.0,insignificant
UT_HILIC_POS_81915,Massbank:PB000462 Glutamic acid|2-aminopentanedioic acid,,WHUUTDBJXJRKMK-UHFFFAOYSA-N,,C5H9NO4,,,,15.565771,148.0604493838294,[M+H]+,pos,UT_HILIC_POS_81915,HILIC,untargeted,81915.0,0.987516,Massbank:PB000462 Glutamic acid|2-aminopentanedioic acid,1.0,insignificant
UT_HILIC_POS_60177,L-methionine,,FFEARJCKVFRZRR-BYPYZUCNSA-N,,C5H11NO2S,,,,9.842815,150.058341715527,[M+H]+,pos,UT_HILIC_POS_60177,HILIC,untargeted,60177.0,0.998565,L-methionine,0.0,downregulated
UT_HILIC_POS_23856,3-methyladenine CollisionEnergy:102040,,FSASIHFSFGAIJM-UHFFFAOYSA-N,,C6H7N5,,,,2.7072,150.07756052150378,M+H,pos,UT_HILIC_POS_23856,HILIC,untargeted,23856.0,0.701472,3-methyladenine CollisionEnergy:102040,0.0,downregulated
UT_HILIC_POS_47639,Spectral Match to Triethanolamine from NIST14,,GSEJCLTVZPLZKY-UHFFFAOYSA-N,,C6H15NO3,,,,7.045601,150.11248186818491,M+H,pos,UT_HILIC_POS_47639,HILIC,untargeted,47639.0,0.901586,Spectral Match to Triethanolamine from NIST14,0.0,downregulated
UT_HILIC_POS_37204,"Massbank: guanine|2-amino-3,7-dihydropurin-6-one",,UYTPUPDQBNUYGX-UHFFFAOYSA-N,,C5H5N5O,,,,5.0653477,152.05670310586856,M+H,pos,UT_HILIC_POS_37204,HILIC,untargeted,37204.0,0.946397,"Massbank: guanine|2-amino-3,7-dihydropurin-6-one",0.0,downregulated
UT_HILIC_POS_52509,Spectral Match to Guanine from NIST14,,,,,,,,8.049322,152.05672438330183,M+H,pos,UT_HILIC_POS_52509,HILIC,untargeted,52509.0,0.982832,Spectral Match to Guanine from NIST14,1.0,insignificant
UT_HILIC_POS_22776,xanthine CollisionEnergy:102040,,LRFVTYWOQMYALW-UHFFFAOYSA-N,,C5H4N4O2,,,,2.502112,153.0406721774626,M+H,pos,UT_HILIC_POS_22776,HILIC,untargeted,22776.0,0.934459,xanthine CollisionEnergy:102040,4.0,upregulated
UT_HILIC_POS_15575,3-AMINO-5-HYDROXYBENZOATE,,QPEJHSFTZVMSJH-UHFFFAOYSA-N,,C7H7NO3,,,,1.5818394,154.0498487388873,M+H,pos,UT_HILIC_POS_15575,HILIC,untargeted,15575.0,0.739573,3-AMINO-5-HYDROXYBENZOATE,1.0,insignificant
UT_HILIC_POS_34104,5122-36-1,,MVYUVUOSXNYQLL-UHFFFAOYSA-N,,C5H7N5O,,,,4.405696,154.07235485343492,[M+H]+,pos,UT_HILIC_POS_34104,HILIC,untargeted,34104.0,0.93473,5122-36-1,3.0,upregulated
UT_HILIC_POS_55061,VALINE,,KZSNJWFQEVHDMF-BYPYZUCNSA-N,,C5H11NO2,,,,8.909538,156.04219516044483,M+K,pos,UT_HILIC_POS_55061,HILIC,untargeted,55061.0,0.83617,VALINE,4.0,upregulated
UT_HILIC_POS_78459,Massbank:PB000422 Histidine|2-amino-3-(3H-imidazol-4-yl)propanoic acid,,HNDVDQJCIGZPNO-UHFFFAOYSA-N,,C6H9N3O2,,,,14.783952,156.0767700527172,[M+H]+,pos,UT_HILIC_POS_78459,HILIC,untargeted,78459.0,0.929667,Massbank:PB000422 Histidine|2-amino-3-(3H-imidazol-4-yl)propanoic acid,0.0,downregulated
UT_HILIC_POS_79419,HISTIDINE,,HNDVDQJCIGZPNO-YFKPBYRVSA-N,,C6H9N3O2,,,,14.871551,156.07675852569767,M+H,pos,UT_HILIC_POS_79419,HILIC,untargeted,79419.0,0.999644,HISTIDINE,0.0,downregulated
UT_HILIC_POS_24860,Triacetonamine,,JWUXJYZVKZKLTJ-UHFFFAOYSA-N,,C9H17NO,,,,2.8983002,156.13824262890623,[M+H]+,pos,UT_HILIC_POS_24860,HILIC,untargeted,24860.0,0.958438,Triacetonamine,0.0,downregulated
UT_HILIC_POS_61793,2-homoectoine,,UQMCNTQAZYBDRP-YFKPBYRVSA-N,,C7H12N2O2,,,,10.247999,157.0970854534308,M+H,pos,UT_HILIC_POS_61793,HILIC,untargeted,61793.0,0.977733,2-homoectoine,0.0,downregulated
UT_HILIC_POS_73146,(S)-1-carbamoylpyrrolidine-2-carboxylic acid,,RTNFBJXLYMERBB-UHFFFAOYSA-N,,C6H10N2O3,,,,13.494998,159.07636308307582,[M+H]+,pos,UT_HILIC_POS_73146,HILIC,untargeted,73146.0,0.758566,(S)-1-carbamoylpyrrolidine-2-carboxylic acid,3.0,upregulated
UT_HILIC_POS_8833,3-(furan-2-yl)aniline,,SLNKACMTMZYMNA-UHFFFAOYSA-N,,C10H9NO,,,,1.0987189,160.07564325174462,[M+H]+,pos,UT_HILIC_POS_8833,HILIC,untargeted,8833.0,0.785094,3-(furan-2-yl)aniline,0.0,downregulated
UT_HILIC_POS_52624,5_hydroxy_tryptophol,,KQROHCSYOGBQGJ-UHFFFAOYSA-N,,C10H11NO2,,,,8.046807,160.0756534324086,M-H2O+H,pos,UT_HILIC_POS_52624,HILIC,untargeted,52624.0,0.835801,5_hydroxy_tryptophol,4.0,upregulated
UT_HILIC_POS_32417,Candidate Valine-C2:0 (delta mass:42.0102),,IHYJTAOFMMMOPX-UHFFFAOYSA-N,,C7H13NO3,,,,4.0871773,160.09681140663,M+H,pos,UT_HILIC_POS_32417,HILIC,untargeted,32417.0,0.914705,Candidate Valine-C2:0 (delta mass:42.0102),0.0,downregulated
UT_HILIC_POS_69714,"4-Carboxy-N,N,N-trimethylbutan-1-aminium",,CDLVFVFTRQPQFU-UHFFFAOYSA-O,,,,,,12.614867,160.13323218024826,[M]+,pos,UT_HILIC_POS_69714,HILIC,untargeted,69714.0,0.839819,"4-Carboxy-N,N,N-trimethylbutan-1-aminium",0.0,downregulated
UT_HILIC_POS_78974,Daminozide,,NOQGZXFMHARMLW-UHFFFAOYSA-N,,C6H12N2O3,,,,14.753468,161.0920115463544,[M+H]+,pos,UT_HILIC_POS_78974,HILIC,untargeted,78974.0,0.76998,Daminozide,0.0,downregulated
UT_HILIC_POS_81688,ALPHA-AMINOADIPATE,,OYIFNHCXNCRBQI-BYPYZUCNSA-N,,C6H11NO4,,,,15.539806,162.07606248031948,M+H,pos,UT_HILIC_POS_81688,HILIC,untargeted,81688.0,0.990424,ALPHA-AMINOADIPATE,1.0,insignificant
UT_HILIC_POS_63834,Spectral Match to D-(+)-Galactose from NIST14,,,,,,,,10.507938,163.0601285852338,M+H-H2O,pos,UT_HILIC_POS_63834,HILIC,untargeted,63834.0,0.83974,Spectral Match to D-(+)-Galactose from NIST14,1.0,insignificant
UT_HILIC_POS_61842,Spectral Match to D-(+)-Galactose from NIST14,,,,,,,,10.254657,163.0601261100684,M+H-H2O,pos,UT_HILIC_POS_61842,HILIC,untargeted,61842.0,0.810554,Spectral Match to D-(+)-Galactose from NIST14,4.0,upregulated
UT_HILIC_POS_78202,Spectral Match to D-(+)-Galactose from NIST14,,,,,,,,14.577406,163.06013732217656,M+H-H2O,pos,UT_HILIC_POS_78202,HILIC,untargeted,78202.0,0.716287,Spectral Match to D-(+)-Galactose from NIST14,1.0,insignificant
UT_HILIC_POS_89246,Putrescine_Dihydroxyacetone (known isomers: 0; isobaric peaks in run: 4),,GKWPJOYKMOHLLE-UHFFFAOYSA-N,,C7H18N2O2,,,,17.29069,163.14427346848902,[M+H]+,pos,UT_HILIC_POS_89246,HILIC,untargeted,89246.0,0.901559,Putrescine_Dihydroxyacetone (known isomers: 0; isobaric peaks in run: 4),4.0,upregulated
UT_HILIC_POS_28833,Pterin CollisionEnergy:102040,,HNXQXTQTPAJEJL-UHFFFAOYSA-N,,C6H5N5O,,,,3.5256786,164.05667058930732,M+H,pos,UT_HILIC_POS_28833,HILIC,untargeted,28833.0,0.927236,Pterin CollisionEnergy:102040,1.0,insignificant
UT_HILIC_POS_66432,Spectral Match to L-Tyrosine from NIST14,,,,,,,,11.17195,165.05472222482234,M+H-NH3,pos,UT_HILIC_POS_66432,HILIC,untargeted,66432.0,0.983743,Spectral Match to L-Tyrosine from NIST14,4.0,upregulated
UT_HILIC_POS_74827,DL-Methionine sulfoxide,,QEFRNWWLZKMPFJ-UHFFFAOYSA-N,,,,,,13.898548,166.053552844104,[M+H]+,pos,UT_HILIC_POS_74827,HILIC,untargeted,74827.0,0.931882,DL-Methionine sulfoxide,0.0,downregulated
UT_HILIC_POS_19284,pyridoxine,,LXNHXLLTXMVWPM-UHFFFAOYSA-N,,C8H11NO3,,,,2.0778894,170.08127941880372,[M+H]+,pos,UT_HILIC_POS_19284,HILIC,untargeted,19284.0,0.850118,pyridoxine,1.0,insignificant
